timestamp,reflux_ratio,feed_rate,feed_composition,top_purity,bottom_purity,reboiler_duty,condenser_duty,distillate_rate,bottoms_rate,top_temperature,bottom_temperature,feed_temperature,column_pressure,steam_flow,cooling_water_flow,operator_shift,maintenance_flag
2025-02-16 15:00:00,4.34,104.8,0.5776,0.906,0.0605,298.76,284.83,64.1,40.7,81.6,109.9,104.4,101.34,0.14,11.4,B,0
2025-02-16 16:00:00,4.38,108.3,0.5331,0.9173,0.0625,318.67,315.14,59.6,48.7,87.2,110.8,99.0,97.5,0.14,12.6,A,0
2025-02-16 17:00:00,4.45,112.2,0.5044,0.88,0.0545,385.26,362.56,61.2,51.1,81.7,109.9,93.7,97.5,0.18,14.5,B,0
2025-02-16 18:00:00,4.01,98.6,0.5526,0.8911,0.0576,348.39,335.7,58.5,40.0,83.5,107.3,94.8,97.58,0.16,13.4,C,0
2025-02-16 19:00:00,2.59,113.2,0.5251,0.88,0.0589,269.79,282.55,64.3,48.9,82.1,111.8,104.4,98.71,0.12,11.3,A,0
2025-02-16 20:00:00,4.81,133.0,0.5849,0.9164,0.057,387.3,372.11,81.7,51.3,81.1,109.7,101.3,99.19,0.18,14.9,B,0
2025-02-16 21:00:00,2.58,98.3,0.572,0.909,0.065,240.26,234.8,59.1,39.3,81.9,111.1,93.4,104.06,0.11,9.4,A,0
2025-02-16 22:00:00,3.74,127.6,0.4185,0.8844,0.0475,323.94,307.59,56.6,71.0,84.3,113.1,97.5,101.86,0.15,12.3,C,0
2025-02-16 23:00:00,2.9,132.5,0.4131,0.88,0.0391,299.08,305.15,58.9,73.5,81.8,107.1,90.0,95.72,0.14,12.2,C,0
2025-02-17 00:00:00,3.45,97.8,0.4439,0.88,0.054,271.52,276.37,46.1,51.6,81.5,106.6,95.1,98.67,0.12,11.1,A,0
2025-02-17 01:00:00,3.76,88.2,0.5781,0.88,0.06,267.45,277.82,55.7,32.5,81.3,111.1,98.8,101.19,0.12,11.1,A,0
2025-02-17 02:00:00,3.76,114.5,0.3739,0.88,0.0484,324.2,312.28,44.8,69.7,79.0,105.9,100.1,98.29,0.15,12.5,A,0
2025-02-17 03:00:00,3.84,101.8,0.5316,0.88,0.0547,281.4,262.5,58.8,43.0,85.1,109.2,91.8,101.54,0.13,10.5,C,0
2025-02-17 04:00:00,4.79,138.0,0.529,0.8928,0.0501,492.02,468.81,78.4,59.6,80.7,108.9,100.0,98.78,0.22,18.8,C,0
2025-02-17 05:00:00,3.86,110.5,0.593,0.8923,0.0555,304.55,302.14,71.0,39.5,86.4,110.7,95.7,100.9,0.14,12.1,C,0
2025-02-17 06:00:00,3.3,98.0,0.5144,0.8849,0.0497,287.31,287.62,54.5,43.5,82.7,108.7,93.6,99.59,0.13,11.5,C,0
2025-02-17 07:00:00,4.27,92.8,0.3925,0.88,0.0364,261.32,246.78,39.2,53.6,86.2,111.0,104.5,101.64,0.12,9.9,B,0
2025-02-17 08:00:00,4.45,126.3,0.4233,0.8857,0.0487,401.82,370.62,56.5,69.8,81.4,107.9,93.2,105.62,0.18,14.8,C,0
2025-02-17 09:00:00,2.52,101.4,0.4054,0.88,0.0404,206.54,207.32,44.1,57.3,79.8,107.5,89.5,103.98,0.09,8.3,A,0
2025-02-17 10:00:00,3.98,110.7,0.457,0.8945,0.0376,302.45,302.22,54.2,56.5,85.1,110.0,91.6,98.06,0.14,12.1,A,0
2025-02-17 11:00:00,4.06,124.3,0.4854,0.88,0.0496,348.49,342.64,65.2,59.1,80.3,110.2,98.6,108.83,0.16,13.7,B,0
2025-02-17 12:00:00,3.26,102.7,0.4068,0.88,0.0413,302.22,296.33,44.8,58.0,85.9,110.6,90.1,104.84,0.14,11.9,B,0
2025-02-17 13:00:00,4.6,109.3,0.6177,0.9199,0.0594,396.14,393.01,70.9,38.4,83.7,113.0,99.1,99.24,0.18,15.7,B,0
2025-02-17 14:00:00,3.38,109.8,0.394,0.88,0.0407,311.37,324.39,46.2,63.6,86.4,112.6,90.7,98.7,0.14,13.0,A,0
2025-02-17 15:00:00,3.6,120.2,0.6077,0.9061,0.0605,327.52,323.31,77.8,42.4,79.1,110.9,94.6,102.32,0.15,12.9,B,0
2025-02-17 16:00:00,3.36,118.9,0.5948,0.9172,0.0627,314.08,315.93,74.0,44.8,84.9,111.6,106.1,103.41,0.14,12.6,B,0
2025-02-17 17:00:00,3.51,106.7,0.5719,0.88,0.0601,321.22,305.65,66.6,40.1,79.8,110.5,90.6,106.6,0.15,12.2,A,0
2025-02-17 18:00:00,2.62,111.0,0.4445,0.8964,0.0463,265.09,257.15,52.0,59.0,74.8,112.4,84.9,102.83,0.12,10.3,A,0
2025-02-17 19:00:00,2.35,104.4,0.5274,0.88,0.0462,225.12,241.01,60.3,44.2,84.7,110.7,101.8,99.31,0.1,9.6,C,0
2025-02-17 20:00:00,4.78,87.8,0.3978,0.9191,0.0504,341.36,317.47,35.1,52.7,82.0,108.9,88.0,99.78,0.16,12.7,B,0
2025-02-17 21:00:00,2.82,113.9,0.5729,0.88,0.0495,285.34,291.0,71.8,42.1,84.9,108.5,90.9,103.18,0.13,11.6,A,0
2025-02-17 22:00:00,2.71,138.4,0.4941,0.88,0.0488,312.7,328.65,74.1,64.2,82.3,112.3,98.6,97.28,0.14,13.1,B,0
2025-02-17 23:00:00,1.78,96.7,0.4673,0.9112,0.0413,178.18,196.4,47.4,49.4,82.1,109.6,98.4,105.78,0.08,7.9,C,0
2025-02-18 00:00:00,2.99,98.4,0.4021,0.88,0.0422,235.48,239.35,42.3,56.1,86.5,113.8,83.1,99.67,0.11,9.6,B,1
2025-02-18 01:00:00,2.44,96.9,0.3018,0.88,0.0309,211.2,207.49,30.9,66.0,82.4,107.8,93.3,104.18,0.1,8.3,B,0
2025-02-18 02:00:00,4.81,120.9,0.4169,0.9271,0.0408,417.4,397.69,51.3,69.6,80.6,112.5,99.3,104.9,0.19,15.9,C,0
2025-02-18 03:00:00,4.31,116.7,0.589,0.9335,0.0665,385.68,384.37,70.3,46.4,81.7,109.1,105.1,110.46,0.18,15.4,B,0
2025-02-18 04:00:00,2.95,107.6,0.4678,0.88,0.0523,231.83,235.29,54.0,53.6,82.5,110.8,88.8,100.38,0.11,9.4,C,0
2025-02-18 05:00:00,5.3,96.2,0.4865,0.88,0.047,294.19,302.84,50.8,45.5,73.5,107.4,100.3,100.47,0.13,12.1,C,1
2025-02-18 06:00:00,4.29,111.4,0.5524,0.88,0.0593,316.35,313.81,66.9,44.5,83.5,106.3,91.7,100.31,0.14,12.6,C,0
2025-02-18 07:00:00,3.24,86.5,0.6445,0.8818,0.0723,225.97,234.87,61.2,25.4,86.1,113.0,100.2,101.82,0.1,9.4,B,0
2025-02-18 08:00:00,1.5,112.2,0.606,0.88,0.0661,206.98,213.15,74.4,37.8,81.9,109.1,89.8,99.37,0.09,8.5,B,0
2025-02-18 09:00:00,5.33,123.1,0.4222,0.88,0.0415,428.77,377.92,55.9,67.2,80.7,112.0,93.8,104.94,0.19,15.1,A,0
2025-02-18 10:00:00,2.39,91.2,0.3446,0.9163,0.0265,208.5,213.46,32.6,58.6,83.2,108.7,96.9,104.32,0.09,8.5,B,0
2025-02-18 11:00:00,2.18,87.0,0.6888,0.88,0.0705,194.3,201.58,66.5,20.6,87.2,112.0,99.8,100.53,0.09,8.1,B,0
2025-02-18 12:00:00,4.32,133.7,0.6815,0.88,0.0715,369.1,362.76,100.9,32.8,83.4,109.1,97.9,99.17,0.17,14.5,C,0
2025-02-18 13:00:00,5.45,100.8,0.5151,0.88,0.0477,422.73,399.05,56.6,44.2,82.6,107.6,92.9,99.99,0.19,16.0,C,0
2025-02-18 14:00:00,4.61,127.0,0.3984,0.9069,0.0399,382.5,382.73,52.5,74.5,80.8,111.3,92.5,99.89,0.17,15.3,B,0
2025-02-18 15:00:00,3.95,107.7,0.5771,0.9135,0.0573,358.18,348.73,65.4,42.3,78.8,111.9,103.9,102.78,0.16,13.9,B,0
2025-02-18 16:00:00,3.98,107.6,0.4914,0.9296,0.0561,314.25,300.38,53.6,54.0,82.1,111.3,96.4,101.88,0.14,12.0,B,0
2025-02-18 17:00:00,4.18,116.6,0.491,0.88,0.0584,341.9,318.77,61.4,55.2,82.1,109.7,92.6,103.77,0.16,12.8,A,0
2025-02-18 18:00:00,4.11,96.7,0.5716,0.9024,0.063,269.59,262.24,58.6,38.1,76.2,106.5,97.7,105.76,0.12,10.5,A,0
2025-02-18 19:00:00,3.72,112.0,0.5267,0.9461,0.0522,319.79,314.0,59.4,52.5,79.8,107.9,98.1,102.2,0.15,12.6,C,0
2025-02-18 20:00:00,3.58,104.3,0.4051,0.8992,0.0463,342.84,325.99,43.9,60.4,85.5,108.6,88.2,103.08,0.16,13.0,B,0
2025-02-18 21:00:00,3.45,90.2,0.474,0.8999,0.0506,258.97,248.28,45.0,45.2,81.2,109.5,97.4,108.67,0.12,9.9,C,0
2025-02-18 22:00:00,2.9,115.1,0.5529,0.8827,0.0549,280.25,290.2,69.2,45.8,74.6,112.3,87.5,103.01,0.13,11.6,A,0
2025-02-18 23:00:00,3.28,106.1,0.5408,0.88,0.0645,261.59,264.05,61.9,44.1,86.8,109.8,91.8,99.83,0.12,10.6,A,0
2025-02-19 00:00:00,2.15,107.6,0.521,0.9242,0.0484,229.33,237.61,58.1,49.6,79.3,105.8,90.1,101.1,0.1,9.5,A,0
2025-02-19 01:00:00,3.42,91.8,0.5747,0.8925,0.0605,256.24,248.85,56.8,35.1,80.6,104.8,94.4,96.3,0.12,10.0,C,0
2025-02-19 02:00:00,2.71,133.9,0.4711,0.88,0.0513,296.71,279.07,67.8,66.1,85.2,108.6,92.8,102.94,0.13,11.2,A,0
2025-02-19 03:00:00,2.62,123.2,0.5143,0.88,0.05,283.75,279.23,68.9,54.3,79.8,109.0,94.0,99.65,0.13,11.2,B,0
2025-02-19 04:00:00,3.64,124.5,0.23,0.9074,0.0258,286.52,258.84,28.8,95.6,76.1,110.7,85.5,98.63,0.13,10.4,C,0
2025-02-19 05:00:00,4.61,105.4,0.464,0.9102,0.0511,342.91,342.84,50.7,54.8,82.7,107.1,94.6,98.7,0.16,13.7,A,0
2025-02-19 06:00:00,4.23,84.1,0.5611,0.9014,0.0573,243.68,239.84,50.2,33.9,84.4,107.2,89.5,104.73,0.11,9.6,C,0
2025-02-19 07:00:00,2.24,139.3,0.4688,0.88,0.0492,276.56,271.93,70.3,69.0,80.6,110.9,106.4,100.52,0.13,10.9,C,0
2025-02-19 08:00:00,2.71,109.1,0.4627,0.9217,0.0468,237.61,246.28,51.9,57.2,81.6,112.7,93.0,103.59,0.11,9.9,C,0
2025-02-19 09:00:00,4.25,98.8,0.4167,0.9327,0.0457,292.38,285.73,41.3,57.5,78.5,106.1,93.7,102.46,0.13,11.4,A,0
2025-02-19 10:00:00,2.71,116.3,0.5803,0.9181,0.0569,237.09,229.76,70.6,45.6,79.0,108.5,98.5,101.9,0.11,9.2,A,0
2025-02-19 11:00:00,3.32,127.5,0.5439,0.9137,0.0528,356.16,365.53,72.7,54.8,81.0,112.2,101.6,100.15,0.16,14.6,B,0
2025-02-19 12:00:00,3.94,109.7,0.566,0.88,0.0567,302.49,277.42,67.8,41.8,83.9,111.9,89.1,102.79,0.14,11.1,B,0
2025-02-19 13:00:00,2.73,129.2,0.3619,0.88,0.0421,275.6,248.06,49.3,79.9,82.3,108.1,97.9,100.02,0.13,9.9,B,0
2025-02-19 14:00:00,3.58,126.2,0.4872,0.8869,0.04,383.66,380.38,66.7,59.6,85.1,112.3,99.8,101.77,0.17,15.2,B,0
2025-02-19 15:00:00,2.43,93.9,0.4776,0.88,0.0432,220.24,213.54,48.7,45.1,87.0,110.1,95.9,104.62,0.1,8.5,B,0
2025-02-19 16:00:00,3.02,99.9,0.4776,0.9162,0.0591,209.89,229.58,48.8,51.1,84.7,111.3,95.8,105.25,0.1,9.2,C,0
2025-02-19 17:00:00,3.76,124.4,0.4507,0.9252,0.0464,386.69,374.88,57.2,67.2,77.2,108.6,92.4,99.99,0.18,15.0,B,0
2025-02-19 18:00:00,2.23,69.3,0.4723,0.9101,0.0452,180.21,195.34,34.2,35.1,81.1,110.6,93.4,102.42,0.08,7.8,A,0
2025-02-19 19:00:00,3.85,107.8,0.568,0.88,0.0608,352.08,330.75,66.7,41.0,84.6,107.7,94.5,103.05,0.16,13.2,C,0
2025-02-19 20:00:00,3.48,88.5,0.347,0.88,0.0308,261.78,253.33,33.0,55.6,81.6,108.9,92.9,102.01,0.12,10.1,B,0
2025-02-19 21:00:00,3.94,102.9,0.6422,0.8947,0.0537,276.15,270.31,72.0,30.9,77.1,109.4,99.4,103.59,0.13,10.8,B,0
2025-02-19 22:00:00,3.68,105.5,0.5387,0.9106,0.0556,295.65,280.28,59.6,45.9,80.3,110.3,90.6,103.62,0.13,11.2,C,0
2025-02-19 23:00:00,4.59,104.6,0.4966,0.88,0.046,300.13,310.52,56.5,48.1,75.2,114.8,99.3,106.81,0.14,12.4,C,0
2025-02-20 00:00:00,3.6,101.7,0.5725,0.9649,0.0578,263.7,255.82,57.7,44.0,81.2,115.1,101.6,107.77,0.12,10.2,C,0
2025-02-20 01:00:00,3.16,93.5,0.3839,0.88,0.04,222.81,234.18,38.3,55.3,79.9,109.2,96.8,100.81,0.1,9.4,C,0
2025-02-20 02:00:00,3.6,144.4,0.4468,0.88,0.0454,361.1,362.36,69.4,74.9,80.9,113.0,86.1,106.28,0.16,14.5,B,0
2025-02-20 03:00:00,3.93,138.0,0.4903,0.88,0.0405,396.1,361.85,73.9,64.1,85.5,107.8,98.1,102.62,0.18,14.5,C,0
2025-02-20 04:00:00,3.54,92.6,0.6092,0.88,0.0611,250.74,257.14,62.0,30.6,78.0,110.8,91.8,100.77,0.11,10.3,C,0
2025-02-20 05:00:00,3.53,133.7,0.4963,0.9124,0.0519,338.28,314.69,69.1,64.7,79.8,108.6,92.4,103.12,0.15,12.6,B,0
2025-02-20 06:00:00,2.94,104.0,0.536,0.88,0.0466,248.86,249.69,61.1,42.9,78.6,109.1,96.8,100.6,0.11,10.0,C,0
2025-02-20 07:00:00,2.97,111.9,0.4528,0.88,0.0377,305.49,293.71,55.2,56.8,85.2,115.3,100.5,101.17,0.14,11.7,A,0
2025-02-20 08:00:00,2.38,109.1,0.5389,0.9094,0.0485,274.03,264.83,62.1,46.9,85.4,109.2,86.7,98.01,0.12,10.6,B,0
2025-02-20 09:00:00,4.9,100.1,0.6342,0.88,0.0672,331.98,324.41,69.8,30.3,83.1,108.7,95.3,101.54,0.15,13.0,B,0
2025-02-20 10:00:00,2.5,124.8,0.5796,0.88,0.048,275.98,260.34,79.7,45.0,82.9,108.0,105.0,104.1,0.13,10.4,C,0
2025-02-20 11:00:00,2.95,111.9,0.4935,0.88,0.0535,252.17,264.3,59.6,52.3,78.4,108.5,89.5,103.46,0.11,10.6,B,0
2025-02-20 12:00:00,2.93,102.9,0.554,0.8963,0.0574,267.36,254.96,60.9,42.0,82.6,107.2,94.0,102.39,0.12,10.2,B,0
2025-02-20 13:00:00,4.22,90.4,0.5462,0.8876,0.0533,274.61,258.63,53.4,37.0,78.6,110.4,91.9,106.51,0.12,10.3,B,0
2025-02-20 14:00:00,3.26,96.6,0.5405,0.9545,0.0466,241.3,242.52,52.5,44.0,82.1,110.4,98.5,107.7,0.11,9.7,A,0
2025-02-20 15:00:00,4.5,85.4,0.589,0.9407,0.0549,331.7,316.69,51.5,33.9,81.0,110.7,88.7,102.79,0.15,12.7,B,0
2025-02-20 16:00:00,2.96,110.2,0.5884,0.9189,0.0627,238.64,246.45,67.6,42.5,80.2,110.0,87.1,106.09,0.11,9.9,A,0
2025-02-20 17:00:00,3.72,92.1,0.4898,0.88,0.0553,214.06,222.73,48.5,43.5,82.1,108.9,99.2,102.35,0.1,8.9,A,0
2025-02-20 18:00:00,2.83,106.0,0.5514,0.88,0.05,268.04,249.29,64.0,42.0,84.0,108.7,96.2,101.56,0.12,10.0,B,0
2025-02-20 19:00:00,5.22,130.6,0.4694,0.8903,0.0526,440.84,433.2,64.9,65.6,87.3,110.3,89.1,104.18,0.2,17.3,B,0
2025-02-20 20:00:00,2.55,128.0,0.4262,0.9101,0.046,262.5,260.03,56.3,71.7,83.7,109.9,94.7,101.09,0.12,10.4,C,0
2025-02-20 21:00:00,3.75,109.5,0.4784,0.8996,0.0478,381.0,367.76,55.4,54.2,88.8,108.7,88.6,94.22,0.17,14.7,A,0
2025-02-20 22:00:00,4.01,108.7,0.4939,0.8803,0.0457,341.99,362.7,58.4,50.3,82.6,109.4,99.6,100.52,0.16,14.5,B,0
2025-02-20 23:00:00,3.83,138.2,0.3671,0.9031,0.0338,381.87,385.47,53.0,85.2,87.4,113.1,96.4,96.78,0.17,15.4,B,0
2025-02-21 00:00:00,3.35,117.8,0.5688,0.88,0.066,288.2,287.55,72.8,45.0,83.3,113.9,91.4,100.14,0.13,11.5,A,0
2025-02-21 01:00:00,3.4,105.1,0.2786,0.88,0.0288,291.28,270.59,30.8,74.2,82.7,109.6,92.1,99.66,0.13,10.8,A,0
2025-02-21 02:00:00,3.54,88.6,0.7172,0.88,0.0784,216.11,211.23,70.6,18.0,81.5,108.5,92.7,99.68,0.1,8.4,B,0
2025-02-21 03:00:00,3.38,115.9,0.6202,0.8916,0.0632,290.87,301.6,77.9,38.0,82.9,109.9,89.6,98.15,0.13,12.1,A,0
2025-02-21 04:00:00,4.27,122.4,0.4791,0.88,0.0456,371.5,349.43,63.6,58.8,83.3,112.3,101.7,97.7,0.17,14.0,B,0
2025-02-21 05:00:00,5.27,100.5,0.5008,0.88,0.053,371.79,353.36,54.4,46.1,77.7,109.9,100.8,99.36,0.17,14.1,B,0
2025-02-21 06:00:00,3.05,114.4,0.5242,0.9185,0.0632,278.52,263.18,61.7,52.7,84.1,110.7,93.0,100.19,0.13,10.5,A,0
2025-02-21 07:00:00,2.4,104.5,0.4529,0.88,0.0421,215.61,227.35,51.3,53.3,77.5,108.7,93.4,100.41,0.1,9.1,B,0
2025-02-21 08:00:00,3.43,107.2,0.5154,0.88,0.0561,309.37,317.97,59.8,47.5,84.1,107.7,89.4,102.08,0.14,12.7,B,1
2025-02-21 09:00:00,5.56,72.7,0.4885,0.891,0.0498,249.14,267.9,37.9,34.8,83.8,111.5,94.2,103.42,0.11,10.7,A,0
2025-02-21 10:00:00,2.86,106.7,0.4925,0.899,0.042,250.01,247.74,56.1,50.6,86.3,110.4,97.4,98.27,0.11,9.9,C,0
2025-02-21 11:00:00,4.81,124.5,0.5145,0.88,0.0441,393.13,384.93,70.1,54.5,79.4,111.3,100.9,98.68,0.18,15.4,B,0
2025-02-21 12:00:00,4.84,100.5,0.3949,0.9173,0.0372,373.37,355.85,40.9,59.7,79.0,106.6,90.5,106.29,0.17,14.2,B,0
2025-02-21 13:00:00,3.06,110.8,0.5032,0.9017,0.0521,264.43,274.66,58.8,52.0,85.3,113.7,86.6,103.57,0.12,11.0,A,0
2025-02-21 14:00:00,3.96,98.7,0.5131,0.9437,0.0557,305.14,299.32,50.8,47.8,78.8,110.5,90.0,98.97,0.14,12.0,A,0
2025-02-21 15:00:00,4.8,115.4,0.5103,0.8886,0.0432,395.99,362.72,63.8,51.6,78.5,106.4,97.8,97.54,0.18,14.5,A,0
2025-02-21 16:00:00,3.2,106.8,0.4827,0.8893,0.0515,232.9,251.03,54.9,51.8,82.6,112.0,94.8,99.8,0.11,10.0,A,0
2025-02-21 17:00:00,3.34,95.9,0.591,0.88,0.0585,256.62,259.21,62.2,33.7,81.9,109.3,100.0,100.54,0.12,10.4,A,0
2025-02-21 18:00:00,3.03,130.0,0.4717,0.8808,0.0472,266.53,262.57,66.2,63.8,82.5,110.1,95.2,103.35,0.12,10.5,C,0
2025-02-21 19:00:00,2.69,123.9,0.5182,0.88,0.0548,286.57,285.75,69.6,54.3,83.6,109.0,103.1,94.39,0.13,11.4,C,0
2025-02-21 20:00:00,2.98,100.9,0.6038,0.88,0.0691,236.2,233.38,66.5,34.4,83.6,109.8,87.1,98.41,0.11,9.3,B,0
2025-02-21 21:00:00,2.52,117.5,0.4936,0.88,0.0509,281.33,284.1,62.7,54.7,81.8,109.9,82.5,106.7,0.13,11.4,B,0
2025-02-21 22:00:00,3.53,118.1,0.5172,0.88,0.0449,312.42,302.95,66.8,51.3,82.1,106.7,101.8,101.35,0.14,12.1,C,0
2025-02-21 23:00:00,2.88,119.6,0.4923,0.8841,0.0483,264.44,255.84,63.6,56.1,81.8,111.7,91.0,101.49,0.12,10.2,C,0
2025-02-22 00:00:00,3.69,84.6,0.599,0.88,0.0642,272.01,298.69,55.5,29.1,82.1,110.2,95.7,99.61,0.12,11.9,A,0
2025-02-22 01:00:00,2.26,125.1,0.4794,0.8996,0.0524,235.86,230.39,63.0,62.0,77.8,110.9,95.7,103.67,0.11,9.2,B,0
2025-02-22 02:00:00,3.76,101.5,0.6027,0.9017,0.0636,313.33,311.03,65.3,36.2,84.3,111.6,96.6,95.89,0.14,12.4,A,0
2025-02-22 03:00:00,4.17,104.6,0.4917,0.88,0.0466,332.95,323.81,55.9,48.8,85.1,110.2,92.6,100.03,0.15,13.0,A,0
2025-02-22 04:00:00,1.91,149.6,0.4312,0.9479,0.0363,259.31,249.11,64.8,84.8,83.9,110.7,90.2,95.06,0.12,10.0,A,0
2025-02-22 05:00:00,3.8,114.5,0.5543,0.9098,0.0584,288.11,280.76,66.7,47.8,83.7,107.1,89.8,101.24,0.13,11.2,B,0
2025-02-22 06:00:00,4.48,104.2,0.4756,0.88,0.0415,371.1,334.26,54.0,50.3,79.0,108.3,98.0,99.96,0.17,13.4,B,0
2025-02-22 07:00:00,2.53,76.9,0.5496,0.8811,0.0584,192.65,220.67,45.9,31.0,77.8,110.2,98.9,96.41,0.09,8.8,A,0
2025-02-22 08:00:00,4.84,130.8,0.2816,0.88,0.0316,402.46,377.51,38.6,92.3,84.5,110.4,93.7,104.33,0.18,15.1,B,0
2025-02-22 09:00:00,3.84,89.8,0.5004,0.8806,0.0477,272.47,269.48,48.8,41.0,82.1,110.8,92.0,103.37,0.12,10.8,C,0
2025-02-22 10:00:00,2.94,94.9,0.4632,0.88,0.0458,255.66,278.45,47.5,47.4,82.5,112.8,97.8,104.39,0.12,11.1,A,0
2025-02-22 11:00:00,3.46,105.0,0.4149,0.88,0.0425,286.59,273.57,46.7,58.3,82.6,109.8,87.6,96.78,0.13,10.9,A,0
2025-02-22 12:00:00,3.95,131.2,0.4557,0.88,0.0425,382.35,386.04,64.8,66.5,82.8,110.7,104.7,98.29,0.17,15.4,A,0
2025-02-22 13:00:00,3.56,121.6,0.4541,0.88,0.0385,355.91,351.49,60.1,61.5,83.9,110.1,97.3,104.91,0.16,14.1,A,0
2025-02-22 14:00:00,3.93,107.6,0.4962,0.88,0.0494,356.16,312.78,57.9,49.7,81.7,109.5,94.2,103.73,0.16,12.5,A,0
2025-02-22 15:00:00,2.76,114.6,0.3906,0.88,0.0394,263.11,259.5,47.9,66.7,76.3,109.6,99.1,105.51,0.12,10.4,C,0
2025-02-22 16:00:00,3.64,101.0,0.5253,0.88,0.0593,252.77,259.55,57.3,43.7,84.1,108.4,98.2,100.58,0.11,10.4,A,0
2025-02-22 17:00:00,2.37,112.1,0.6093,0.9024,0.057,214.23,222.42,73.2,38.9,83.7,109.8,96.2,100.97,0.1,8.9,B,0
2025-02-22 18:00:00,3.41,111.1,0.5225,0.9428,0.0576,278.1,276.84,58.3,52.8,78.1,109.6,85.5,103.15,0.13,11.1,B,0
2025-02-22 19:00:00,2.78,124.5,0.5647,0.8971,0.0507,263.18,256.92,75.6,48.9,78.5,109.7,97.1,97.25,0.12,10.3,C,0
2025-02-22 20:00:00,2.91,124.5,0.5876,0.9343,0.052,252.54,247.01,75.6,48.9,84.6,106.5,102.3,101.89,0.11,9.9,A,0
2025-02-22 21:00:00,4.49,117.4,0.5989,0.9128,0.0584,431.76,401.34,74.3,43.1,85.4,109.8,92.2,108.91,0.2,16.1,C,0
2025-02-22 22:00:00,4.37,104.6,0.6496,0.9269,0.0603,345.75,362.71,71.1,33.5,74.0,108.2,99.8,100.23,0.16,14.5,C,0
2025-02-22 23:00:00,3.99,121.1,0.4601,0.8912,0.0392,336.23,312.82,59.8,61.3,83.3,109.9,99.2,96.49,0.15,12.5,B,0
2025-02-23 00:00:00,2.63,108.6,0.4425,0.8843,0.054,246.3,244.3,50.8,57.8,81.3,107.8,96.5,102.53,0.11,9.8,A,0
2025-02-23 01:00:00,3.25,93.8,0.5627,0.88,0.054,213.55,221.78,57.7,36.0,82.2,110.1,95.9,98.6,0.1,8.9,A,0
2025-02-23 02:00:00,4.47,104.0,0.5567,0.88,0.0672,367.24,329.31,62.6,41.4,82.4,109.4,97.8,100.98,0.17,13.2,A,0
2025-02-23 03:00:00,3.61,111.3,0.5621,0.88,0.0512,256.62,262.84,68.6,42.7,79.7,108.7,97.1,104.56,0.12,10.5,C,1
2025-02-23 04:00:00,5.36,123.7,0.6511,0.9253,0.0566,462.98,408.19,84.6,39.0,84.0,110.6,104.5,102.97,0.21,16.3,A,0
2025-02-23 05:00:00,3.81,107.2,0.5009,0.8978,0.0565,260.71,249.56,56.7,50.6,79.9,110.8,99.8,99.83,0.12,10.0,C,0
2025-02-23 06:00:00,3.65,91.9,0.5341,0.8819,0.0498,254.9,244.36,53.5,38.4,84.2,109.9,98.5,103.82,0.12,9.8,C,0
2025-02-23 07:00:00,3.25,110.9,0.4216,0.8895,0.0429,315.0,285.79,49.6,61.3,84.9,111.1,100.3,96.3,0.14,11.4,B,0
2025-02-23 08:00:00,3.61,111.7,0.6708,0.9113,0.0603,265.25,279.76,80.1,31.6,79.4,109.2,98.5,101.89,0.12,11.2,A,0
2025-02-23 09:00:00,3.38,112.8,0.4731,0.9111,0.0471,293.22,295.74,55.6,57.2,79.5,110.8,84.6,100.15,0.13,11.8,C,0
2025-02-23 10:00:00,4.07,123.8,0.4753,0.88,0.0407,383.3,380.83,64.1,59.7,82.3,109.9,94.4,94.22,0.17,15.2,B,0
2025-02-23 11:00:00,4.27,125.3,0.4723,0.88,0.0469,395.14,389.83,64.0,61.3,86.5,108.0,91.9,97.67,0.18,15.6,B,0
2025-02-23 12:00:00,2.87,101.1,0.4484,0.9176,0.0425,247.04,248.22,46.9,54.2,80.2,108.4,96.6,101.26,0.11,9.9,A,0
2025-02-23 13:00:00,2.44,100.8,0.4416,0.88,0.0453,231.63,236.6,47.8,52.9,80.8,112.3,92.2,103.54,0.11,9.5,B,0
2025-02-23 14:00:00,2.03,94.4,0.4581,0.88,0.0489,184.32,204.61,46.5,47.9,83.0,113.2,98.0,101.37,0.08,8.2,B,0
2025-02-23 15:00:00,3.91,120.5,0.3907,0.88,0.0403,402.69,410.33,50.3,70.2,84.0,111.4,92.9,100.41,0.18,16.4,C,0
2025-02-23 16:00:00,2.62,131.7,0.4372,0.8828,0.046,249.88,239.04,61.6,70.1,83.6,108.8,103.5,103.73,0.11,9.6,B,0
2025-02-23 17:00:00,1.78,105.3,0.6559,0.9092,0.065,213.2,244.05,73.7,31.6,82.1,112.9,103.3,102.12,0.1,9.8,C,0
2025-02-23 18:00:00,3.81,106.4,0.5589,0.88,0.0537,310.74,286.75,65.0,41.3,81.1,111.2,87.8,104.29,0.14,11.5,A,0
2025-02-23 19:00:00,5.49,132.0,0.5741,0.8946,0.0598,505.09,459.41,81.3,50.7,83.0,110.7,96.6,103.02,0.23,18.4,C,0
2025-02-23 20:00:00,3.5,117.6,0.5942,0.899,0.0589,335.28,326.04,74.9,42.7,72.4,113.7,92.7,99.16,0.15,13.0,C,0
2025-02-23 21:00:00,4.17,116.5,0.6467,0.9122,0.0643,368.05,355.44,80.1,36.5,87.6,108.3,96.3,103.31,0.17,14.2,B,0
